Juma Ventures
Budget Income Statement for Custom Record
From Jan 2018 to Dec 2018

Options: Activity Only
Financial Row ,Account (Line): Internal ID ,Account (Line): Account Type ,Department: Name ,Location: Name ,Jan 2018 ,Feb 2018 ,Mar 2018 ,Apr 2018 ,May 2018 ,Jun 2018 ,Jul 2018 ,Aug 2018 ,Sep 2018 ,Oct 2018 ,Nov 2018 ,Dec 2018 ,Total 
,366,Expense,YouthConnect,SC,$100.00,$100.00,$100.00,$100.00,$100.00,$100.00,$100.00,$100.00,$100.00,$100.00,$100.00,$100.00,"$1,200.00"
,366,Expense,DEV,SEA,$50.00,$50.00,$50.00,$50.00,$50.00,$50.00,$50.00,$50.00,$50.00,$50.00,$50.00,$50.00,$600.00
,366,Expense,Pathways,SEA,$50.00,$50.00,$50.00,$50.00,$50.00,$50.00,$50.00,$50.00,$50.00,$50.00,$50.00,$50.00,$600.00
,366,Expense,YouthConnect,SEA,$150.00,$150.00,$150.00,$150.00,$150.00,$150.00,$150.00,$150.00,$150.00,$150.00,$150.00,$150.00,"$1,800.00"
,366,Expense,EXEC,SF,$50.00,$50.00,$50.00,$50.00,$50.00,$50.00,$50.00,$50.00,$50.00,$50.00,$50.00,$50.00,$600.00
,366,Expense,Pathways,SF,$300.00,$300.00,$300.00,$300.00,$300.00,$300.00,$300.00,$300.00,$150.00,$150.00,$150.00,$150.00,"$3,000.00"
,366,Expense,YouthConnect,SF,$50.00,$50.00,$50.00,$50.00,$50.00,$50.00,$50.00,$50.00,$50.00,$50.00,$50.00,$50.00,$600.00
,366,Expense,ENT,Safeco Field,$50.00,$50.00,$50.00,$50.00,$50.00,$50.00,$50.00,$50.00,$50.00,$50.00,$50.00,$50.00,$600.00
,366,Expense,ENT,SunTrust Park,$50.00,$50.00,$50.00,$50.00,$50.00,$50.00,$50.00,$50.00,$50.00,$50.00,$50.00,$50.00,$600.00
,366,Expense,ENT,Toyota Center,$50.00,$50.00,$50.00,$50.00,$50.00,$50.00,$50.00,$50.00,$50.00,$50.00,$50.00,$50.00,$600.00
Total - 8130 - Telephone,,,,,"$2,160.00","$2,160.00","$2,160.00","$2,160.00","$2,160.00","$2,160.00","$2,160.00","$2,160.00","$1,960.00","$1,960.00","$1,960.00","$1,960.00","$25,120.00"
8140 - Postage & shipping,,,,,,,,,,,,,,,,,
,368,Expense,ENT,AT&T Park,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,"$1,500.00",$0.00,$0.00,$0.00,$0.00,$0.00,"$1,500.00"
,368,Expense,DEV,ATL,$10.00,$10.00,$10.00,$10.00,$10.00,$10.00,$10.00,$10.00,$10.00,$10.00,$10.00,$10.00,$120.00
,368,Expense,YouthConnect,ATL,$10.00,$10.00,$10.00,$10.00,$10.00,$10.00,$10.00,$10.00,$10.00,$10.00,$10.00,$10.00,$120.00
,368,Expense,ENT,Avaya Stadium,$0.00,$200.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$200.00
,368,Expense,YouthConnect,DAL,$10.00,$10.00,$10.00,$10.00,$10.00,$10.00,$10.00,$10.00,$10.00,$10.00,$10.00,$10.00,$120.00
,368,Expense,YouthConnect,HOU,$10.00,$10.00,$10.00,$10.00,$10.00,$10.00,$10.00,$10.00,$10.00,$10.00,$10.00,$10.00,$120.00
,368,Expense,AST,HQ,$25.00,$25.00,$25.00,$25.00,$25.00,$25.00,$25.00,$25.00,$25.00,$25.00,$25.00,$25.00,$300.00
,368,Expense,COMMON,HQ,$300.00,$300.00,$300.00,$300.00,$300.00,$300.00,$300.00,$300.00,$300.00,$300.00,$300.00,$300.00,"$3,600.00"
,368,Expense,DEV,HQ,$30.00,$30.00,$30.00,$30.00,$30.00,$30.00,$30.00,$30.00,$30.00,$30.00,$30.00,$30.00,$360.00
,368,Expense,Major Donor,HQ,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$675.00,$0.00,$675.00
,368,Expense,DEV,NOLA,$25.00,$25.00,$25.00,$25.00,$25.00,$25.00,$25.00,$25.00,$25.00,$25.00,$25.00,$25.00,$300.00
,368,Expense,YouthConnect,NOLA,$10.00,$10.00,$10.00,$10.00,$10.00,$10.00,$10.00,$10.00,$10.00,$10.00,$10.00,$10.00,$120.00
,368,Expense,Pathways,OAK,$5.00,$5.00,$5.00,$5.00,$5.00,$5.00,$5.00,$5.00,$0.00,$0.00,$0.00,$0.00,$40.00
,368,Expense,YouthConnect,OAK,$10.00,$10.00,$10.00,$10.00,$10.00,$10.00,$10.00,$10.00,$10.00,$10.00,$10.00,$10.00,$120.00
,368,Expense,DEV,SAC,$10.00,$0.00,$0.00,$10.00,$0.00,$0.00,$10.00,$0.00,$50.00,$10.00,$0.00,$0.00,$90.00
,368,Expense,YouthConnect,SAC,$10.00,$10.00,$10.00,$10.00,$10.00,$10.00,$10.00,$10.00,$10.00,$10.00,$10.00,$10.00,$120.00
,368,Expense,Pathways,SC,$10.00,$10.00,$10.00,$10.00,$10.00,$10.00,$10.00,$10.00,$10.00,$10.00,$10.00,$10.00,$120.00
,368,Expense,YouthConnect,SC,$10.00,$10.00,$10.00,$10.00,$10.00,$10.00,$10.00,$10.00,$10.00,$10.00,$10.00,$10.00,$120.00
,368,Expense,DEV,SEA,$15.00,$15.00,$15.00,$15.00,$15.00,$15.00,$15.00,$15.00,$15.00,$15.00,$15.00,$15.00,$180.00
,368,Expense,Pathways,SEA,$10.00,$10.00,$10.00,$10.00,$10.00,$10.00,$10.00,$10.00,$10.00,$10.00,$10.00,$10.00,$120.00
,368,Expense,YouthConnect,SEA,$55.00,$55.00,$55.00,$55.00,$55.00,$55.00,$55.00,$55.00,$55.00,$55.00,$55.00,$55.00,$660.00
,368,Expense,Pathways,SF,$10.00,$10.00,$10.00,$10.00,$10.00,$10.00,$10.00,$10.00,$10.00,$10.00,$10.00,$10.00,$120.00
,368,Expense,YouthConnect,SF,$10.00,$10.00,$10.00,$10.00,$10.00,$10.00,$10.00,$10.00,$10.00,$10.00,$10.00,$10.00,$120.00
,368,Expense,ENT,SunTrust Park,$25.00,$25.00,$25.00,$25.00,$25.00,$25.00,$25.00,$25.00,$25.00,$25.00,$25.00,$25.00,$300.00
Total - 8140 - Postage & shipping,,,,,$610.00,$800.00,$600.00,$610.00,$600.00,$600.00,"$2,110.00",$600.00,$645.00,$605.00,"$1,270.00",$595.00,"$9,645.00"
8141 - Marketing postage & shipping,,,,,,,,,,,,,,,,,
,518,Expense,DEV,DAL,$10.00,$10.00,$10.00,$10.00,$10.00,$10.00,$10.00,$10.00,$10.00,$10.00,$10.00,$10.00,$120.00
,518,Expense,DEV,HOU,$10.00,$10.00,$10.00,$10.00,$10.00,$10.00,$10.00,$10.00,$10.00,$10.00,$10.00,$10.00,$120.00
,518,Expense,DEV,SC,$0.00,$0.00,$100.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$100.00,$0.00,$0.00,$200.00
Total - 8141 - Marketing postage & shipping,,,,,$20.00,$20.00,$120.00,$20.00,$20.00,$20.00,$20.00,$20.00,$20.00,$120.00,$20.00,$20.00,$440.00
8170 - Printing & copying,,,,,,,,,,,,,,,,,
,370,Expense,ENT,AA Center,$25.00,$25.00,$25.00,$25.00,$25.00,$25.00,$25.00,$25.00,$25.00,$25.00,$25.00,$25.00,$300.00
,370,Expense,ENT,AT&T Park,$150.00,$150.00,$150.00,$150.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$600.00
,370,Expense,DEV,ATL,$0.00,$0.00,$200.00,$0.00,$0.00,$200.00,$0.00,$0.00,$200.00,$0.00,$0.00,$200.00,$800.00
,370,Expense,YouthConnect,ATL,$25.00,$25.00,$25.00,$25.00,$25.00,$25.00,$25.00,$25.00,$25.00,$25.00,$25.00,$25.00,$300.00
,370,Expense,ENT,CenturyLink Field,$0.00,$0.00,$50.00,$0.00,$0.00,$0.00,$0.00,$50.00,$0.00,$0.00,$0.00,$0.00,$100.00
,370,Expense,ENT,Coliseum,$200.00,$200.00,$200.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$600.00
,370,Expense,YouthConnect,DAL,$25.00,$25.00,$25.00,$25.00,$25.00,$25.00,$25.00,$25.00,$25.00,$25.00,$25.00,$25.00,$300.00
,370,Expense,YouthConnect,HOU,$25.00,$25.00,$25.00,$25.00,$25.00,$25.00,$25.00,$25.00,$25.00,$150.00,$25.00,$25.00,$425.00
,370,Expense,DEV,HQ,$25.00,$25.00,$25.00,$25.00,$25.00,$25.00,$25.00,$25.00,$25.00,$25.00,$25.00,$25.00,$300.00
,370,Expense,ENT,Levi's Stadium,$0.00,$200.00,$0.00,$200.00,$0.00,$200.00,$0.00,$200.00,$0.00,$200.00,$0.00,$0.00,"$1,000.00"
,370,Expense,YouthConnect,NOLA,$25.00,$25.00,$25.00,$25.00,$25.00,$25.00,$25.00,$25.00,$25.00,$25.00,$25.00,$25.00,$300.00
,370,Expense,ENT,New Orleans Arena,$150.00,$150.00,$150.00,$150.00,$150.00,$150.00,$150.00,$150.00,$150.00,$150.00,$150.00,$150.00,"$1,800.00"
,370,Expense,Pathways,OAK,$50.00,$50.00,$50.00,$50.00,$50.00,$50.00,$50.00,$50.00,$0.00,$0.00,$0.00,$0.00,$400.00
,370,Expense,YouthConnect,OAK,$25.00,$25.00,$25.00,$25.00,$25.00,$25.00,$25.00,$25.00,$25.00,$25.00,$25.00,$25.00,$300.00
,370,Expense,YouthConnect,SAC,$25.00,$25.00,$25.00,$25.00,$25.00,$25.00,$25.00,$25.00,$25.00,$25.00,$25.00,$25.00,$300.00
,370,Expense,DEV,SC,$25.00,$25.00,$25.00,$25.00,$25.00,$25.00,$25.00,$25.00,$25.00,$25.00,$25.00,$25.00,$300.00
,370,Expense,Pathways,SC,$10.00,$10.00,$10.00,$10.00,$10.00,$10.00,$10.00,$10.00,$10.00,$10.00,$10.00,$10.00,$120.00
,370,Expense,YouthConnect,SC,$25.00,$25.00,$25.00,$25.00,$25.00,$25.00,$25.00,$25.00,$25.00,$25.00,$25.00,$25.00,$300.00
,370,Expense,Pathways,SEA,$10.00,$10.00,$10.00,$10.00,$10.00,$10.00,$10.00,$10.00,$10.00,$10.00,$10.00,$10.00,$120.00
,370,Expense,YouthConnect,SEA,$25.00,$30.00,$30.00,$30.00,$30.00,$30.00,$30.00,$30.00,$30.00,$30.00,$30.00,$30.00,$355.00
,370,Expense,Pathways,SF,$50.00,$50.00,$50.00,$50.00,$50.00,$50.00,$50.00,$50.00,$50.00,$50.00,$50.00,$50.00,$600.00
,370,Expense,YouthConnect,SF,$25.00,$25.00,$25.00,$25.00,$25.00,$25.00,$25.00,$25.00,$25.00,$25.00,$25.00,$25.00,$300.00
,370,Expense,ENT,Safeco Field,$0.00,$0.00,$20.00,$0.00,$0.00,$0.00,$20.00,$0.00,$0.00,$0.00,$0.00,$0.00,$40.00
,370,Expense,ENT,SunTrust Park,$0.00,$0.00,$50.00,$0.00,$0.00,$50.00,$0.00,$0.00,$50.00,$0.00,$0.00,$50.00,$200.00
,370,Expense,ENT,Toyota Center,$25.00,$25.00,$25.00,$25.00,$25.00,$25.00,$25.00,$25.00,$25.00,$25.00,$25.00,$25.00,$300.00
Total - 8170 - Printing & copying,,,,,$945.00,"$1,150.00","$1,270.00",$950.00,$600.00,"$1,050.00",$620.00,$850.00,$800.00,$875.00,$550.00,$800.00,"$10,460.00"
"8171 - Marketing signs, printing, & collateral",,,,,,,,,,,,,,,,,
,519,Expense,ENT,AT&T Park,$0.00,$0.00,"$2,000.00",$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,"$2,000.00"
,519,Expense,DEV,HOU,$0.00,$0.00,"$1,000.00",$0.00,$0.00,"$1,000.00",$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,"$2,000.00"
,519,Expense,DEV,SC,$0.00,$0.00,$300.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$300.00,$0.00,$0.00,$600.00
,519,Expense,DEV,SEA,"$1,500.00",$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,"$1,500.00"
"Total - 8171 - Marketing signs, printing, & collateral",,,,,"$1,500.00",$0.00,"$3,300.00",$0.00,$0.00,"$1,000.00",$0.00,$0.00,$0.00,$300.00,$0.00,$0.00,"$6,100.00"
"8180 - Books, subscriptions, references",,,,,,,,,,,,,,,,,
,371,Expense,DEV,ATL,$0.00,$100.00,$0.00,$0.00,$100.00,$0.00,$0.00,$100.00,$0.00,$0.00,$100.00,$0.00,$400.00
,371,Expense,YouthConnect,ATL,$20.00,$0.00,$0.00,$20.00,$0.00,$0.00,$20.00,$0.00,$0.00,$20.00,$0.00,$0.00,$80.00
,371,Expense,DEV,DAL,$80.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$80.00
,371,Expense,DEV,HOU,$80.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$80.00
,371,Expense,YouthConnect,HOU,$10.00,$10.00,$10.00,$10.00,$10.00,$10.00,$10.00,$10.00,$10.00,$10.00,$10.00,$10.00,$120.00
,371,Expense,ADM,HQ,$0.00,$0.00,$500.00,$500.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,"$1,000.00"
,371,Expense,DEV,HQ,$90.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$90.00
,371,Expense,Pathways,OAK,$100.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$100.00
,371,Expense,DEV,SAC,$75.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$75.00
,371,Expense,DEV,SC,$15.00,$15.00,$15.00,$15.00,$15.00,$15.00,$15.00,$1.00,$15.00,$15.00,$15.00,$15.00,$166.00
,371,Expense,DEV,SEA,$0.00,$200.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$200.00
,371,Expense,EXEC,SF,$150.00,$0.00,$0.00,$0.00,$0.00,$0.00,$150.00,$0.00,$0.00,$0.00,$0.00,$0.00,$300.00
,371,Expense,Pathways,SF,$200.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$200.00,$0.00,$0.00,$0.00,$0.00,$400.00
,371,Expense,ENT,SunTrust Park,$0.00,$25.00,$0.00,$0.00,$25.00,$0.00,$0.00,$20.00,$0.00,$25.00,$0.00,$0.00,$95.00
"Total - 8180 - Books, subscriptions, references",,,,,$820.00,$350.00,$525.00,$545.00,$150.00,$25.00,$195.00,$331.00,$25.00,$70.00,$125.00,$25.00,"$3,186.00"
Total - 8100 - Office Expenses,,,,,"$14,975.81","$11,290.81","$20,910.81","$23,545.20","$16,658.78","$16,160.81","$19,867.76","$11,874.80","$14,865.81","$20,054.81","$10,730.81","$9,060.81","$189,997.02"
8200 - Facility & equipment expenses,,,,,,,,,,,,,,,,,
"8210 - Rent, parking, other occupancy",,,,,,,,,,,,,,,,,
,374,Expense,COMMON,HQ,"$20,137.00","$20,137.00","$20,137.00","$20,137.00","$20,137.00","$20,137.00","$20,137.00","$20,137.00","$20,137.00","$20,137.00","$20,137.00","($192,038.22)","$29,468.78"
,374,Expense,YouthConnect,NOLA,$490.00,$490.00,$490.00,$490.00,$490.00,$490.00,$490.00,$490.00,$490.00,$490.00,$490.00,$490.00,"$5,880.00"
,374,Expense,Pathways,OAK,$985.00,$985.00,$985.00,$985.00,$985.00,$985.00,$985.00,$985.00,$985.00,$985.00,$985.00,$985.00,"$11,820.00"
,374,Expense,YouthConnect,OAK,$985.00,$985.00,$985.00,$985.00,$985.00,$985.00,$985.00,$985.00,$985.00,$985.00,$985.00,$985.00,"$11,820.00"
,374,Expense,YouthConnect,SAC,$550.00,$550.00,$550.00,$550.00,$550.00,$550.00,$550.00,$550.00,$550.00,$550.00,$550.00,$550.00,"$6,600.00"
,374,Expense,Pathways,SC,$200.00,$200.00,$200.00,$200.00,$200.00,$200.00,$200.00,$200.00,$200.00,$200.00,$200.00,$200.00,"$2,400.00"
,374,Expense,YouthConnect,SC,$200.00,$200.00,$200.00,$200.00,$200.00,$200.00,$200.00,$200.00,$200.00,$200.00,$200.00,$200.00,"$2,400.00"
,374,Expense,Pathways,SEA,$608.00,$608.00,$608.00,$608.00,$608.00,$608.00,$608.00,$608.00,$608.00,$608.00,$608.00,$608.00,"$7,296.00"
,374,Expense,YouthConnect,SEA,$608.00,$608.00,$608.00,$608.00,$608.00,$608.00,$608.00,$608.00,$608.00,$608.00,$608.00,$608.00,"$7,296.00"
,374,Expense,Pathways,SF,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,"$141,450.15","$141,450.15"
,374,Expense,YouthConnect,SF,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,"$70,725.07","$70,725.07"
"Total - 8210 - Rent, parking, other occupancy",,,,,"$24,763.00","$24,763.00","$24,763.00","$24,763.00","$24,763.00","$24,763.00","$24,763.00","$24,763.00","$24,763.00","$24,763.00","$24,763.00","$24,763.00","$297,156.00"
8220 - Utilities & operating costs,,,,,,,,,,,,,,,,,
,375,Expense,YouthConnect,OAK,$34.48,$34.48,$34.48,$34.48,$34.48,$34.48,$34.48,$34.48,$34.48,$34.48,$34.48,$34.48,$413.76
,375,Expense,YouthConnect,SC,$62.00,$62.00,$62.00,$62.00,$62.00,$62.00,$62.00,$62.00,$62.00,$62.00,$62.00,$62.00,$744.00
Total - 8220 - Utilities & operating costs,,,,,$96.48,$96.48,$96.48,$96.48,$96.48,$96.48,$96.48,$96.48,$96.48,$96.48,$96.48,$96.48,"$1,157.76"
8230 - Insurance,,,,,,,,,,,,,,,,,
,376,Expense,ENT,AA Center,$192.52,$192.52,$192.52,$192.52,$192.52,$192.52,$192.52,$192.52,$192.52,$192.52,$192.52,$192.52,"$2,310.24"
,376,Expense,ENT,AT&T Park,$465.78,$465.78,$465.78,$465.78,$465.78,$465.78,$465.78,$465.78,$465.78,$465.78,$465.78,$465.78,"$5,589.36"
,376,Expense,ENT,ATL,$19.77,$19.77,$19.77,$19.77,$19.77,$19.77,$19.77,$19.77,$19.77,$19.77,$19.77,$19.77,$237.24
,376,Expense,ENT,Avaya Stadium,$52.64,$52.64,$52.64,$52.64,$52.64,$52.64,$52.64,$52.64,$52.64,$52.64,$52.64,$52.64,$631.68
,376,Expense,ENT,BBVA Compass Stadium,$31.63,$31.63,$31.63,$31.63,$31.63,$31.63,$31.63,$31.63,$31.63,$31.63,$31.63,$31.63,$379.56
,376,Expense,ENT,CenturyLink Field,$160.48,$160.48,$160.48,$160.48,$160.48,$160.48,$160.48,$160.48,$160.48,$160.48,$160.48,$160.48,"$1,925.76"
,376,Expense,ENT,Coliseum,$181.15,$181.15,$181.15,$181.15,$181.15,$181.15,$181.15,$181.15,$181.15,$181.15,$181.15,$0.00,"$1,992.65"
,376,Expense,ENT,Golden 1 Center,$59.30,$59.30,$59.30,$59.30,$59.30,$59.30,$59.30,$59.30,$59.30,$59.30,$59.30,$59.30,$711.60
,376,Expense,YouthConnect,HOU,$9.88,$9.88,$9.88,$9.88,$9.88,$9.88,$9.88,$9.88,$9.88,$9.88,$9.88,$9.88,$118.56
,376,Expense,COMMON,HQ,$185.08,$185.08,$185.08,$185.08,$185.08,$185.08,$185.08,$185.08,$185.08,$185.08,$185.08,$185.08,"$2,220.96"
,376,Expense,ENT,Levi's Stadium,$125.63,$125.63,$125.63,$125.63,$125.63,$125.63,$125.63,$125.63,$125.63,$125.63,$125.63,$125.63,"$1,507.56"
,376,Expense,ENT,MBenz Stadium,$39.14,$39.14,$39.14,$39.14,$39.14,$39.14,$39.14,$39.14,$39.14,$39.14,$39.14,$39.14,$469.68
,376,Expense,ENT,NOLA,$39.53,$39.53,$39.53,$39.53,$39.53,$39.53,$39.53,$39.53,$39.53,$39.53,$39.53,$39.53,$474.36
,376,Expense,YouthConnect,NOLA,$161.00,$161.00,$161.00,$161.00,$161.00,$161.00,$161.00,$161.00,$161.00,$161.00,$161.00,$161.00,"$1,932.00"
,376,Expense,ENT,New Orleans Arena,$77.09,$77.09,$77.09,$77.09,$77.09,$77.09,$77.09,$77.09,$77.09,$77.09,$77.09,$77.09,$925.08
,376,Expense,Pathways,OAK,$32.39,$32.39,$32.39,$32.39,$32.39,$32.39,$32.39,$32.39,$32.39,$32.39,$32.39,$32.39,$388.68
,376,Expense,YouthConnect,OAK,$32.39,$32.39,$32.39,$32.39,$32.39,$32.39,$32.39,$32.39,$32.39,$32.39,$32.39,$32.39,$388.68
,376,Expense,ENT,SAC,$19.77,$19.77,$19.77,$19.77,$19.77,$19.77,$19.77,$19.77,$19.77,$19.77,$19.77,$19.77,$237.24
,376,Expense,Pathways,SEA,$14.46,$14.46,$14.46,$14.46,$14.46,$14.46,$14.46,$14.46,$14.46,$14.46,$14.46,$14.46,$173.52
,376,Expense,YouthConnect,SEA,$14.46,$14.46,$14.46,$14.46,$14.46,$14.46,$14.46,$14.46,$14.46,$14.46,$14.46,$14.46,$173.52
,376,Expense,ENT,SF,$9.88,$9.88,$9.88,$9.88,$9.88,$9.88,$9.88,$9.88,$9.88,$9.88,$9.88,$9.88,$118.56
,376,Expense,ENT,Safeco Field,$271.62,$271.62,$271.62,$271.62,$271.62,$271.62,$271.62,$271.62,$271.62,$271.62,$271.62,$271.62,"$3,259.44"
,376,Expense,ENT,SunTrust Park,$74.72,$74.72,$74.72,$74.72,$74.72,$74.72,$74.72,$74.72,$74.72,$74.72,$74.72,$74.72,$896.64
,376,Expense,ENT,Superdome,$31.63,$31.63,$31.63,$31.63,$31.63,$31.63,$31.63,$31.63,$31.63,$31.63,$31.63,$31.63,$379.56
,376,Expense,ENT,Toyota Center,$75.11,$75.11,$75.11,$75.11,$75.11,$75.11,$75.11,$75.11,$75.11,$75.11,$75.11,$75.11,$901.32
,376,Expense,ENT,UW,$34.00,$34.00,$34.00,$34.00,$34.00,$34.00,$34.00,$34.00,$34.00,$34.00,$34.00,$34.00,$408.00
Total - 8230 - Insurance,,,,,"$2,411.05","$2,411.05","$2,411.05","$2,411.05","$2,411.05","$2,411.05","$2,411.05","$2,411.05","$2,411.05","$2,411.05","$2,411.05","$2,229.90","$28,751.45"
8260 - Equipment & rentals,,,,,,,,,,,,,,,,,
,379,Expense,ENT,AT&T Park,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,"$2,500.00",$0.00,$0.00,$0.00,$0.00,$0.00,"$2,500.00"
,379,Expense,ENT,Coliseum,$0.00,$900.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$900.00
,379,Expense,ADM,HQ,$0.00,$0.00,$0.00,$0.00,$0.00,$900.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$900.00
,379,Expense,COMMON,HQ,"$4,999.00",$399.00,$399.00,$399.00,$399.00,$399.00,$399.00,$399.00,$399.00,$399.00,$399.00,$399.00,"$9,388.00"
,379,Expense,DEV,HQ,$900.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$900.00
,379,Expense,Pathways,OAK,$100.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$100.00
,379,Expense,YouthConnect,SAC,$900.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$900.00
,379,Expense,DEV,SEA,$900.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$900.00
,379,Expense,YouthConnect,SEA,$0.00,$0.00,$0.00,$0.00,$0.00,$900.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$900.00
,379,Expense,Pathways,SF,$250.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$250.00
,379,Expense,YouthConnect,SF,$900.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$900.00
,379,Expense,ENT,SunTrust Park,$900.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$900.00
,379,Expense,ENT,Levi's Stadium,$0.00,$0.00,$0.00,$0.00,$200.00,$200.00,$200.00,$200.00,$0.00,$0.00,$0.00,$0.00,$800.00
Total - 8260 - Equipment & rentals,,,,,"$9,849.00","$1,299.00",$399.00,$399.00,$599.00,"$2,399.00","$3,099.00",$599.00,$399.00,$399.00,$399.00,$399.00,"$20,238.00"
8270 - Repairs & maintenance,,,,,,,,,,,,,,,,,
,513,Expense,ENT,AT&T Park,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,"$4,000.00",$0.00,$0.00,$0.00,$0.00,$0.00,"$4,000.00"
,513,Expense,COMMON,HQ,$200.00,$200.00,$200.00,$200.00,$200.00,"$1,200.00",$200.00,$200.00,$200.00,$200.00,$200.00,$200.00,"$3,400.00"
,513,Expense,ENT,Levi's Stadium,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$500.00,$0.00,$500.00,$0.00,$0.00,$0.00,"$1,000.00"
Total - 8270 - Repairs & maintenance,,,,,$200.00,$200.00,$200.00,$200.00,$200.00,"$1,200.00","$4,700.00",$200.00,$700.00,$200.00,$200.00,$200.00,"$8,400.00"
8280 - Deprec & amort - allowable,380,Expense,ADM,HQ,$0.00,$0.00,$0.00,$0.00,$0.00,"$9,900.00",$0.00,$0.00,$0.00,$0.00,$0.00,"$9,900.00","$19,800.00"
Total - 8200 - Facility & equipment expenses,,,,,"$37,319.53","$28,769.53","$27,869.53","$27,869.53","$28,069.53","$40,769.53","$35,069.53","$28,069.53","$28,369.53","$27,869.53","$27,869.53","$37,588.38","$375,503.21"
8300 - Travel expenses,,,,,,,,,,,,,,,,,
8311 - Mileage,,,,,,,,,,,,,,,,,
,384,Expense,ENT,AA Center,$60.00,$60.00,$60.00,$60.00,$60.00,$60.00,$60.00,$60.00,$60.00,$60.00,$60.00,$60.00,$720.00
,384,Expense,ENT,AT&T Park,$0.00,$0.00,$0.00,$0.00,$0.00,$100.00,$100.00,$100.00,$100.00,$0.00,$100.00,$0.00,$500.00
,384,Expense,YouthConnect,ATL,$30.00,$30.00,$30.00,$30.00,$30.00,$30.00,$30.00,$30.00,$30.00,$30.00,$30.00,$30.00,$360.00
,384,Expense,ENT,Coliseum,$0.00,$90.00,$90.00,$90.00,$90.00,$90.00,$90.00,$90.00,$90.00,$90.00,$0.00,$0.00,$810.00
,384,Expense,YouthConnect,DAL,$30.00,$30.00,$30.00,$30.00,$30.00,$30.00,$30.00,$30.00,$30.00,$30.00,$30.00,$30.00,$360.00
,384,Expense,ENT,Golden 1 Center,$100.00,$0.00,$0.00,$0.00,$0.00,$0.00,$100.00,$0.00,$0.00,$0.00,$0.00,$0.00,$200.00
,384,Expense,DEV,HOU,$35.00,$35.00,$35.00,$35.00,$35.00,$35.00,$35.00,$35.00,$35.00,$35.00,$35.00,$35.00,$420.00
,384,Expense,YouthConnect,HOU,$150.00,$150.00,$150.00,$150.00,$150.00,$150.00,$150.00,$150.00,$150.00,$150.00,$150.00,$150.00,"$1,800.00"
